ID,RO_ID,RA_FILE_DETAILS_ID,RA_ROSTER_DETAILS_ID,RA_PLM_RO_PROF_DATA_ID,SRC_SYS,ORG_NM,CNT_STATE,LOB,RUN_NO,FILE_STATUS_CD,LATEST_STAGE_NM,PRE_PROCESSING_DURATION,MAPPING_APROVAL_DURATION,ISF_GEN_DURATION,DART_GEN_DURATION,DART_REVIEW_DURATION,DART_UI_VALIDATION_DURATION,SPS_LOAD_DURATION,AVG_PRE_PROCESSING_DURATION,AVG_MAPPING_APROVAL_DURATION,AVG_ISF_GEN_DURATION,AVG_DART_GEN_DURATION,AVG_DART_REVIEW_DURATION,AVG_DART_UI_VALIDATION_DURATION,AVG_SPS_LOAD_DURATION,PRE_PROCESSING_HEALTH,MAPPING_APROVAL_HEALTH,ISF_GEN_HEALTH,DART_GEN_HEALTH,DART_REVIEW_HEALTH,DART_UI_VALIDATION_HEALTH,SPS_LOAD_HEALTH,IS_STUCK,IS_FAILED,FAILURE_STATUS
239,RO_1238,F_2238,R_3238,P_4238,AvailityPDM,Johns Hopkins Hospital,CA,Medicare HMO,3,6,PRE_PROCESSING,20,14,25,46,26,3,10,10,5,15,20,25,12,10,Yellow,Red,Red,Red,Green,Green,Yellow,0,0,
240,RO_1239,F_2239,R_3239,P_4239,Demographic,Northwestern Memorial,KS,Commercial PPO/EPO,4,52,DART_UI_VALIDATION,15,3,20,22,1,17,10,10,5,15,20,25,12,10,Red,Yellow,Green,Red,Yellow,Yellow,Yellow,1,0,
241,RO_1240,F_2240,R_3240,P_4240,AvailityPDM,Johns Hopkins Hospital,KS,Medicare HMO,2,26,RESOLVED,7,6,16,41,30,19,4,10,5,15,20,25,12,10,Green,Green,Yellow,Red,Green,Green,Green,0,0,
242,RO_1241,F_2241,R_3241,P_4241,AvailityPDM,Johns Hopkins Hospital,NY,Commercial PPO/EPO,3,64,ISF_GEN,11,8,6,55,13,14,9,10,5,15,20,25,12,10,Red,Yellow,Yellow,Red,Yellow,Red,Green,0,0,
243,RO_1242,F_2242,R_3242,P_4242,Salesforce,Mayo Clinic,CA,Medicaid FFS,4,98,PRE_PROCESSING,20,13,13,32,1,10,6,10,5,15,20,25,12,10,Red,Yellow,Red,Green,Yellow,Red,Red,0,0,
244,RO_1243,F_2243,R_3243,P_4243,ProviderGroup,Cedars-Sinai Medical Care Foundation,NY,Medicaid FFS,1,59,ISF_GEN,16,12,28,54,28,11,13,10,5,15,20,25,12,10,Yellow,Red,Red,Green,Red,Yellow,Red,0,1,Network Gap
245,RO_1244,F_2244,R_3244,P_4244,ProviderGroup,Johns Hopkins Hospital,KS,Medicare HMO,3,56,DART_UI_VALIDATION,4,14,7,26,14,8,3,10,5,15,20,25,12,10,Green,Red,Green,Yellow,Yellow,Red,Red,0,1,Duplicate Record
246,RO_1245,F_2245,R_3245,P_4245,Demographic,Norton Hospitals,NY,Medicaid FFS,2,59,PRE_PROCESSING,6,10,28,75,11,12,6,10,5,15,20,25,12,10,Red,Red,Yellow,Green,Green,Yellow,Yellow,0,1,Invalid Taxonomy
247,RO_1246,F_2246,R_3246,P_4246,ProviderGroup,Cleveland Clinic,KS,Medicaid FFS,1,70,DART_REVIEW,22,6,29,15,36,14,13,10,5,15,20,25,12,10,Red,Yellow,Yellow,Yellow,Yellow,Green,Green,0,0,
248,RO_1247,F_2247,R_3247,P_4247,Demographic,MercyOne Medical Group,KS,Medicaid FFS,1,33,RESOLVED,3,5,19,27,27,14,10,10,5,15,20,25,12,10,Yellow,Yellow,Yellow,Red,Green,Yellow,Yellow,1,1,Missing NPI
249,RO_1248,F_2248,R_3248,P_4248,ProviderGroup,Northwestern Memorial,KS,Medicare HMO,1,53,STOPPED,9,4,7,31,19,4,6,10,5,15,20,25,12,10,Red,Green,Yellow,Green,Yellow,Green,Red,0,0,
250,RO_1249,F_2249,R_3249,P_4249,Salesforce,Massachusetts General,CA,Medicaid FFS,3,22,DART_UI_VALIDATION,10,3,23,42,38,18,5,10,5,15,20,25,12,10,Green,Green,Red,Green,Red,Red,Red,0,0,
251,RO_1250,F_2250,R_3250,P_4250,Demographic,Cleveland Clinic,CA,Medicaid Managed Care,2,21,MAPPING_APPROVAL,14,13,22,39,23,19,2,10,5,15,20,25,12,10,Red,Green,Red,Yellow,Green,Red,Green,0,1,Missing NPI
252,RO_1251,F_2251,R_3251,P_4251,ProviderGroup,Cedars-Sinai Medical Care Foundation,NY,Commercial PPO/EPO,1,70,DART_UI_VALIDATION,11,4,12,41,20,13,10,10,5,15,20,25,12,10,Yellow,Red,Green,Red,Green,Yellow,Yellow,0,0,
253,RO_1252,F_2252,R_3252,P_4252,Salesforce,Johns Hopkins Hospital,NY,Medicaid Managed Care,4,70,STOPPED,18,14,21,51,9,16,10,10,5,15,20,25,12,10,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Red,1,0,
254,RO_1253,F_2253,R_3253,P_4253,ProviderGroup,Cedars-Sinai Medical Care Foundation,NY,Medicare HMO,1,4,DART_GEN,22,7,12,112,13,17,2,10,5,15,20,25,12,10,Yellow,Yellow,Green,Red,Red,Red,Yellow,1,0,
255,RO_1254,F_2254,R_3254,P_4254,AvailityPDM,Kaiser Permanente,CA,Medicare HMO,1,94,ISF_GEN,12,1,11,45,36,2,7,10,5,15,20,25,12,10,Red,Yellow,Green,Yellow,Red,Red,Green,1,0,
256,RO_1255,F_2255,R_3255,P_4255,AvailityPDM,Johns Hopkins Hospital,NY,Medicaid FFS,3,75,STOPPED,23,7,11,43,17,1,2,10,5,15,20,25,12,10,Yellow,Green,Green,Green,Red,Red,Yellow,0,0,
257,RO_1256,F_2256,R_3256,P_4256,Salesforce,Northwestern Memorial,CA,Medicaid Managed Care,3,62,MAPPING_APPROVAL,12,1,7,37,23,0,12,10,5,15,20,25,12,10,Green,Red,Green,Green,Green,Green,Green,0,0,
258,RO_1257,F_2257,R_3257,P_4257,AvailityPDM,Johns Hopkins Hospital,KS,Medicare HMO,2,62,STOPPED,13,2,5,20,13,9,6,10,5,15,20,25,12,10,Green,Red,Red,Yellow,Green,Red,Red,0,1,Network Gap
259,RO_1258,F_2258,R_3258,P_4258,AvailityPDM,UCSF Medical Center,KS,Commercial PPO/EPO,4,94,ISF_GEN,13,4,8,48,33,18,5,10,5,15,20,25,12,10,Red,Yellow,Red,Green,Red,Red,Yellow,1,0,
260,RO_1259,F_2259,R_3259,P_4259,Demographic,Cedars-Sinai Medical Care Foundation,CA,Medicare HMO,3,95,SPS_LOAD,19,1,29,56,11,16,4,10,5,15,20,25,12,10,Red,Yellow,Yellow,Red,Red,Red,Yellow,0,0,
261,RO_1260,F_2260,R_3260,P_4260,ProviderGroup,Johns Hopkins Hospital,CA,Medicaid Managed Care,1,24,STOPPED,19,11,9,28,21,11,7,10,5,15,20,25,12,10,Green,Yellow,Yellow,Green,Green,Green,Yellow,0,0,
262,RO_1261,F_2261,R_3261,P_4261,Demographic,Mayo Clinic,KS,Commercial PPO/EPO,2,55,STOPPED,23,12,5,24,5,0,8,10,5,15,20,25,12,10,Green,Yellow,Red,Green,Yellow,Green,Yellow,0,0,
263,RO_1262,F_2262,R_3262,P_4262,ProviderGroup,Cleveland Clinic,CA,Commercial PPO/EPO,1,9,SPS_LOAD,14,11,19,37,35,11,4,10,5,15,20,25,12,10,Green,Green,Yellow,Red,Red,Green,Green,0,1,Missing NPI
264,RO_1263,F_2263,R_3263,P_4263,AvailityPDM,Kaiser Permanente,KS,Medicaid FFS,1,3,MAPPING_APPROVAL,4,11,9,33,35,16,1,10,5,15,20,25,12,10,Green,Green,Red,Red,Yellow,Red,Green,0,0,
265,RO_1264,F_2264,R_3264,P_4264,Demographic,Cleveland Clinic,NY,Commercial PPO/EPO,3,31,DART_UI_VALIDATION,13,9,17,18,21,2,1,10,5,15,20,25,12,10,Green,Yellow,Red,Yellow,Yellow,Green,Yellow,0,0,
266,RO_1265,F_2265,R_3265,P_4265,ProviderGroup,MercyOne Medical Group,KS,Medicaid FFS,2,40,DART_GEN,8,12,12,88,13,10,1,10,5,15,20,25,12,10,Green,Green,Yellow,Yellow,Green,Yellow,Red,1,0,
267,RO_1266,F_2266,R_3266,P_4266,ProviderGroup,Cedars-Sinai Medical Care Foundation,KS,Medicaid FFS,4,36,DART_GEN,23,6,12,65,15,16,11,10,5,15,20,25,12,10,Green,Yellow,Yellow,Red,Red,Green,Green,1,1,Network Gap
268,RO_1267,F_2267,R_3267,P_4267,Demographic,UCSF Medical Center,NY,Medicare HMO,4,24,DART_UI_VALIDATION,21,13,9,71,35,2,1,10,5,15,20,25,12,10,Yellow,Yellow,Red,Yellow,Red,Red,Yellow,0,1,Invalid Taxonomy
269,RO_1268,F_2268,R_3268,P_4268,Salesforce,Cedars-Sinai Medical Care Foundation,CA,Medicare HMO,3,95,DART_UI_VALIDATION,23,1,13,28,24,7,5,10,5,15,20,25,12,10,Green,Yellow,Red,Green,Green,Yellow,Yellow,0,0,
270,RO_1269,F_2269,R_3269,P_4269,ProviderGroup,UCSF Medical Center,NY,Medicaid FFS,3,6,DART_UI_VALIDATION,19,1,5,76,31,19,4,10,5,15,20,25,12,10,Green,Green,Red,Green,Green,Green,Green,1,0,
271,RO_1270,F_2270,R_3270,P_4270,AvailityPDM,UCSF Medical Center,KS,Medicaid Managed Care,2,66,DART_REVIEW,12,6,8,49,32,3,13,10,5,15,20,25,12,10,Green,Yellow,Red,Red,Yellow,Red,Green,1,0,
272,RO_1271,F_2271,R_3271,P_4271,ProviderGroup,Kaiser Permanente,KS,Medicaid FFS,4,84,DART_GEN,18,4,7,118,35,6,14,10,5,15,20,25,12,10,Red,Yellow,Red,Green,Red,Green,Yellow,0,0,
273,RO_1272,F_2272,R_3272,P_4272,AvailityPDM,Cleveland Clinic,KS,Medicaid Managed Care,4,92,STOPPED,6,4,6,74,19,13,9,10,5,15,20,25,12,10,Red,Red,Yellow,Green,Green,Green,Yellow,0,0,
274,RO_1273,F_2273,R_3273,P_4273,Demographic,Cleveland Clinic,KS,Commercial PPO/EPO,4,75,RESOLVED,18,11,12,38,17,13,3,10,5,15,20,25,12,10,Yellow,Red,Yellow,Yellow,Green,Green,Green,0,1,Missing NPI
275,RO_1274,F_2274,R_3274,P_4274,ProviderGroup,MercyOne Medical Group,KS,Commercial PPO/EPO,1,4,STOPPED,19,6,27,59,37,3,14,10,5,15,20,25,12,10,Red,Green,Yellow,Yellow,Red,Yellow,Green,1,0,
276,RO_1275,F_2275,R_3275,P_4275,AvailityPDM,Kaiser Permanente,NY,Commercial PPO/EPO,4,79,PRE_PROCESSING,22,14,13,22,2,15,7,10,5,15,20,25,12,10,Yellow,Red,Red,Red,Yellow,Yellow,Red,0,1,Duplicate Record
277,RO_1276,F_2276,R_3276,P_4276,AvailityPDM,Cedars-Sinai Medical Care Foundation,KS,Medicaid FFS,1,6,MAPPING_APPROVAL,5,12,6,10,22,0,11,10,5,15,20,25,12,10,Red,Green,Green,Yellow,Red,Yellow,Red,0,0,
278,RO_1277,F_2277,R_3277,P_4277,Demographic,MercyOne Medical Group,CA,Medicaid Managed Care,2,94,DART_UI_VALIDATION,24,11,18,43,31,16,8,10,5,15,20,25,12,10,Red,Yellow,Yellow,Yellow,Yellow,Green,Green,0,0,
279,RO_1278,F_2278,R_3278,P_4278,ProviderGroup,Mayo Clinic,NY,Medicaid FFS,1,51,RESOLVED,9,7,18,57,15,9,6,10,5,15,20,25,12,10,Red,Red,Green,Green,Green,Green,Yellow,1,0,
280,RO_1279,F_2279,R_3279,P_4279,ProviderGroup,Kaiser Permanente,NY,Commercial PPO/EPO,2,62,DART_GEN,3,9,8,84,4,15,12,10,5,15,20,25,12,10,Red,Green,Yellow,Yellow,Green,Yellow,Green,0,0,
281,RO_1280,F_2280,R_3280,P_4280,Demographic,MercyOne Medical Group,NY,Medicare HMO,4,57,DART_GEN,10,10,10,116,3,15,13,10,5,15,20,25,12,10,Yellow,Yellow,Green,Green,Yellow,Green,Yellow,0,0,
282,RO_1281,F_2281,R_3281,P_4281,ProviderGroup,Northwestern Memorial,KS,Commercial PPO/EPO,4,66,PRE_PROCESSING,19,5,15,73,20,7,10,10,5,15,20,25,12,10,Green,Red,Yellow,Red,Red,Red,Green,0,0,
283,RO_1282,F_2282,R_3282,P_4282,Demographic,MercyOne Medical Group,KS,Commercial PPO/EPO,2,79,DART_UI_VALIDATION,3,9,7,70,39,6,13,10,5,15,20,25,12,10,Yellow,Red,Yellow,Green,Yellow,Green,Green,0,0,
284,RO_1283,F_2283,R_3283,P_4283,ProviderGroup,Cedars-Sinai Medical Care Foundation,NY,Medicare HMO,3,75,SPS_LOAD,22,4,12,38,13,5,1,10,5,15,20,25,12,10,Green,Green,Yellow,Yellow,Red,Green,Red,0,0,
285,RO_1284,F_2284,R_3284,P_4284,Salesforce,MercyOne Medical Group,KS,Medicaid Managed Care,2,8,MAPPING_APPROVAL,15,13,7,48,38,15,8,10,5,15,20,25,12,10,Red,Yellow,Green,Red,Green,Red,Yellow,0,0,
286,RO_1285,F_2285,R_3285,P_4285,ProviderGroup,Massachusetts General,CA,Commercial PPO/EPO,3,26,SPS_LOAD,1,10,18,35,30,19,10,10,5,15,20,25,12,10,Red,Red,Green,Red,Green,Red,Green,0,0,
287,RO_1286,F_2286,R_3286,P_4286,AvailityPDM,Massachusetts General,CA,Medicaid Managed Care,1,51,DART_REVIEW,7,2,17,26,13,15,3,10,5,15,20,25,12,10,Green,Yellow,Yellow,Green,Green,Yellow,Yellow,1,0,
288,RO_1287,F_2287,R_3287,P_4287,AvailityPDM,Northwestern Memorial,KS,Medicare HMO,1,45,STOPPED,12,3,17,22,5,6,8,10,5,15,20,25,12,10,Green,Yellow,Yellow,Yellow,Yellow,Red,Yellow,0,0,
289,RO_1288,F_2288,R_3288,P_4288,Salesforce,Northwestern Memorial,NY,Medicare HMO,1,44,DART_REVIEW,17,13,6,78,11,8,12,10,5,15,20,25,12,10,Green,Red,Yellow,Green,Yellow,Yellow,Yellow,0,0,
290,RO_1289,F_2289,R_3289,P_4289,ProviderGroup,Massachusetts General,KS,Medicare HMO,4,5,PRE_PROCESSING,21,11,17,35,15,13,4,10,5,15,20,25,12,10,Red,Yellow,Green,Yellow,Red,Green,Yellow,0,0,
291,RO_1290,F_2290,R_3290,P_4290,AvailityPDM,Northwestern Memorial,KS,Medicaid FFS,1,70,STOPPED,24,1,23,58,16,10,8,10,5,15,20,25,12,10,Yellow,Green,Red,Green,Yellow,Yellow,Yellow,0,1,Duplicate Record
292,RO_1291,F_2291,R_3291,P_4291,AvailityPDM,Northwestern Memorial,KS,Medicaid Managed Care,3,26,DART_UI_VALIDATION,20,14,10,76,22,13,11,10,5,15,20,25,12,10,Green,Red,Green,Green,Red,Yellow,Yellow,0,1,Complete Validation Failure
293,RO_1292,F_2292,R_3292,P_4292,ProviderGroup,Cleveland Clinic,NY,Medicaid FFS,1,68,STOPPED,5,14,20,16,13,6,1,10,5,15,20,25,12,10,Yellow,Green,Red,Yellow,Yellow,Red,Green,1,0,
294,RO_1293,F_2293,R_3293,P_4293,Demographic,Cleveland Clinic,CA,Medicare HMO,2,19,STOPPED,4,6,6,67,6,0,3,10,5,15,20,25,12,10,Red,Red,Red,Yellow,Yellow,Green,Red,0,0,
295,RO_1294,F_2294,R_3294,P_4294,ProviderGroup,MercyOne Medical Group,KS,Commercial PPO/EPO,2,84,RESOLVED,12,13,12,58,31,12,6,10,5,15,20,25,12,10,Green,Green,Yellow,Green,Red,Red,Yellow,0,0,
296,RO_1295,F_2295,R_3295,P_4295,Demographic,Massachusetts General,NY,Medicaid FFS,4,97,RESOLVED,20,6,21,62,14,19,9,10,5,15,20,25,12,10,Yellow,Yellow,Green,Red,Green,Yellow,Green,1,1,Network Gap
297,RO_1296,F_2296,R_3296,P_4296,Salesforce,Cedars-Sinai Medical Care Foundation,NY,Commercial PPO/EPO,2,20,PRE_PROCESSING,24,1,27,74,16,2,2,10,5,15,20,25,12,10,Red,Yellow,Green,Yellow,Red,Red,Yellow,0,0,
298,RO_1297,F_2297,R_3297,P_4297,Salesforce,Massachusetts General,CA,Medicaid FFS,3,12,DART_REVIEW,18,11,6,71,33,19,11,10,5,15,20,25,12,10,Red,Green,Red,Green,Red,Yellow,Red,1,0,
299,RO_1298,F_2298,R_3298,P_4298,AvailityPDM,Massachusetts General,NY,Medicaid Managed Care,1,47,DART_GEN,17,13,14,83,4,3,1,10,5,15,20,25,12,10,Yellow,Yellow,Red,Yellow,Yellow,Green,Yellow,0,1,Missing NPI
300,RO_1299,F_2299,R_3299,P_4299,AvailityPDM,Mayo Clinic,NY,Commercial PPO/EPO,4,1,DART_UI_VALIDATION,19,3,20,52,26,10,10,10,5,15,20,25,12,10,Yellow,Green,Red,Red,Green,Green,Green,0,0,
301,RO_1300,F_2300,R_3300,P_4300,AvailityPDM,Mayo Clinic,NY,Medicaid FFS,1,90,STOPPED,9,5,10,34,22,1,3,10,5,15,20,25,12,10,Red,Red,Green,Red,Green,Red,Green,0,0,
302,RO_1301,F_2301,R_3301,P_4301,Demographic,Northwestern Memorial,CA,Medicare HMO,1,14,MAPPING_APPROVAL,4,3,6,12,39,13,4,10,5,15,20,25,12,10,Green,Red,Green,Red,Red,Yellow,Yellow,0,0,
303,RO_1302,F_2302,R_3302,P_4302,AvailityPDM,Norton Hospitals,KS,Medicare HMO,3,64,MAPPING_APPROVAL,21,10,6,38,13,11,11,10,5,15,20,25,12,10,Red,Yellow,Green,Yellow,Red,Yellow,Red,0,0,
304,RO_1303,F_2303,R_3303,P_4303,ProviderGroup,Cleveland Clinic,CA,Medicaid Managed Care,2,38,ISF_GEN,2,3,17,41,14,16,5,10,5,15,20,25,12,10,Yellow,Yellow,Green,Green,Red,Green,Yellow,0,1,Duplicate Record
305,RO_1304,F_2304,R_3304,P_4304,Demographic,UCSF Medical Center,KS,Medicaid Managed Care,2,37,STOPPED,4,14,28,35,32,11,3,10,5,15,20,25,12,10,Red,Red,Green,Green,Green,Green,Green,0,1,Invalid Taxonomy
306,RO_1305,F_2305,R_3305,P_4305,Salesforce,Cedars-Sinai Medical Care Foundation,NY,Medicaid FFS,1,11,STOPPED,2,10,19,25,30,11,13,10,5,15,20,25,12,10,Green,Yellow,Yellow,Yellow,Yellow,Red,Yellow,1,0,
307,RO_1306,F_2306,R_3306,P_4306,Demographic,Mayo Clinic,NY,Medicare HMO,4,77,PRE_PROCESSING,15,3,6,34,34,0,10,10,5,15,20,25,12,10,Red,Red,Red,Green,Green,Green,Red,0,0,
308,RO_1307,F_2307,R_3307,P_4307,AvailityPDM,Massachusetts General,KS,Commercial PPO/EPO,2,3,MAPPING_APPROVAL,2,5,11,63,16,12,11,10,5,15,20,25,12,10,Green,Red,Green,Yellow,Yellow,Red,Green,1,0,
309,RO_1308,F_2308,R_3308,P_4308,ProviderGroup,Massachusetts General,CA,Medicaid FFS,4,33,DART_GEN,4,13,7,84,27,13,2,10,5,15,20,25,12,10,Yellow,Green,Yellow,Red,Red,Green,Green,0,0,
310,RO_1309,F_2309,R_3309,P_4309,ProviderGroup,Norton Hospitals,CA,Medicaid FFS,2,6,DART_GEN,6,5,12,75,18,1,2,10,5,15,20,25,12,10,Green,Green,Yellow,Yellow,Green,Red,Green,0,0,
311,RO_1310,F_2310,R_3310,P_4310,AvailityPDM,Norton Hospitals,CA,Medicare HMO,4,50,SPS_LOAD,7,4,27,74,22,11,7,10,5,15,20,25,12,10,Green,Red,Yellow,Red,Green,Red,Yellow,0,0,
312,RO_1311,F_2311,R_3311,P_4311,ProviderGroup,Cleveland Clinic,KS,Medicaid Managed Care,3,10,MAPPING_APPROVAL,10,1,18,50,31,15,9,10,5,15,20,25,12,10,Red,Red,Green,Green,Red,Red,Green,0,0,
313,RO_1312,F_2312,R_3312,P_4312,Demographic,Mayo Clinic,NY,Commercial PPO/EPO,4,5,DART_GEN,19,5,28,111,39,3,10,10,5,15,20,25,12,10,Green,Green,Green,Red,Red,Green,Green,1,0,
314,RO_1313,F_2313,R_3313,P_4313,Demographic,Cedars-Sinai Medical Care Foundation,NY,Medicaid Managed Care,3,23,STOPPED,19,10,27,38,12,7,2,10,5,15,20,25,12,10,Green,Red,Red,Yellow,Yellow,Red,Yellow,0,0,
315,RO_1314,F_2314,R_3314,P_4314,AvailityPDM,Cedars-Sinai Medical Care Foundation,NY,Medicaid FFS,3,10,SPS_LOAD,22,5,26,28,19,1,7,10,5,15,20,25,12,10,Red,Red,Red,Red,Yellow,Yellow,Yellow,0,0,
316,RO_1315,F_2315,R_3315,P_4315,ProviderGroup,Northwestern Memorial,KS,Medicaid FFS,4,44,MAPPING_APPROVAL,12,4,11,75,34,9,7,10,5,15,20,25,12,10,Green,Red,Green,Yellow,Green,Red,Red,0,0,
317,RO_1316,F_2316,R_3316,P_4316,Salesforce,Northwestern Memorial,NY,Medicare HMO,3,2,ISF_GEN,3,6,25,50,4,8,11,10,5,15,20,25,12,10,Red,Yellow,Red,Red,Red,Yellow,Yellow,0,0,
318,RO_1317,F_2317,R_3317,P_4317,Demographic,UCSF Medical Center,NY,Medicaid Managed Care,1,13,PRE_PROCESSING,13,10,11,54,8,14,7,10,5,15,20,25,12,10,Yellow,Green,Yellow,Red,Red,Green,Green,0,0,
319,RO_1318,F_2318,R_3318,P_4318,Demographic,Johns Hopkins Hospital,CA,Medicaid FFS,3,40,RESOLVED,18,4,5,24,28,12,3,10,5,15,20,25,12,10,Green,Red,Yellow,Yellow,Yellow,Yellow,Green,0,0,
320,RO_1319,F_2319,R_3319,P_4319,Demographic,Massachusetts General,NY,Medicaid FFS,2,2,DART_UI_VALIDATION,8,14,21,12,5,16,12,10,5,15,20,25,12,10,Green,Red,Green,Green,Red,Red,Red,0,0,
321,RO_1320,F_2320,R_3320,P_4320,Demographic,Northwestern Memorial,CA,Medicaid Managed Care,4,84,PRE_PROCESSING,21,7,13,20,24,15,7,10,5,15,20,25,12,10,Red,Yellow,Yellow,Green,Yellow,Green,Green,0,0,
322,RO_1321,F_2321,R_3321,P_4321,Salesforce,UCSF Medical Center,KS,Medicare HMO,1,65,MAPPING_APPROVAL,15,7,25,62,30,1,1,10,5,15,20,25,12,10,Red,Yellow,Yellow,Red,Red,Green,Yellow,0,0,
323,RO_1322,F_2322,R_3322,P_4322,AvailityPDM,Norton Hospitals,CA,Medicare HMO,4,63,MAPPING_APPROVAL,1,2,17,55,21,19,10,10,5,15,20,25,12,10,Green,Red,Red,Green,Yellow,Yellow,Red,0,0,
324,RO_1323,F_2323,R_3323,P_4323,Demographic,Massachusetts General,NY,Commercial PPO/EPO,2,73,PRE_PROCESSING,3,3,25,39,1,19,1,10,5,15,20,25,12,10,Red,Green,Green,Green,Red,Green,Yellow,0,0,
325,RO_1324,F_2324,R_3324,P_4324,ProviderGroup,Northwestern Memorial,NY,Commercial PPO/EPO,2,17,ISF_GEN,8,1,23,66,4,13,5,10,5,15,20,25,12,10,Red,Yellow,Red,Yellow,Yellow,Green,Green,1,1,Invalid Taxonomy
326,RO_1325,F_2325,R_3325,P_4325,Salesforce,Kaiser Permanente,CA,Commercial PPO/EPO,2,9,DART_REVIEW,4,8,25,27,26,2,2,10,5,15,20,25,12,10,Green,Green,Yellow,Green,Yellow,Green,Yellow,0,0,
327,RO_1326,F_2326,R_3326,P_4326,Demographic,Cleveland Clinic,NY,Medicaid Managed Care,3,75,STOPPED,16,9,23,60,24,11,9,10,5,15,20,25,12,10,Red,Yellow,Green,Yellow,Green,Red,Yellow,0,0,
328,RO_1327,F_2327,R_3327,P_4327,ProviderGroup,Northwestern Memorial,CA,Commercial PPO/EPO,3,15,MAPPING_APPROVAL,23,4,29,57,7,7,7,10,5,15,20,25,12,10,Red,Yellow,Green,Yellow,Red,Green,Red,0,0,
329,RO_1328,F_2328,R_3328,P_4328,Demographic,Massachusetts General,NY,Commercial PPO/EPO,4,24,DART_GEN,10,6,29,75,0,1,4,10,5,15,20,25,12,10,Red,Green,Yellow,Red,Yellow,Green,Yellow,0,0,
330,RO_1329,F_2329,R_3329,P_4329,AvailityPDM,UCSF Medical Center,CA,Medicaid Managed Care,4,38,DART_REVIEW,12,9,26,17,19,3,4,10,5,15,20,25,12,10,Yellow,Red,Yellow,Red,Yellow,Green,Red,1,0,
331,RO_1330,F_2330,R_3330,P_4330,Salesforce,MercyOne Medical Group,CA,Commercial PPO/EPO,1,35,SPS_LOAD,14,6,21,31,22,13,2,10,5,15,20,25,12,10,Red,Green,Green,Red,Green,Green,Red,0,0,
332,RO_1331,F_2331,R_3331,P_4331,AvailityPDM,Norton Hospitals,KS,Medicare HMO,1,94,SPS_LOAD,14,14,27,15,31,15,5,10,5,15,20,25,12,10,Green,Red,Yellow,Red,Yellow,Green,Green,0,0,
333,RO_1332,F_2332,R_3332,P_4332,Salesforce,Massachusetts General,CA,Medicaid FFS,4,95,RESOLVED,2,12,27,66,10,18,4,10,5,15,20,25,12,10,Red,Red,Yellow,Red,Red,Red,Yellow,0,0,
334,RO_1333,F_2333,R_3333,P_4333,Demographic,Cedars-Sinai Medical Care Foundation,CA,Medicare HMO,3,49,SPS_LOAD,23,12,14,45,38,1,12,10,5,15,20,25,12,10,Red,Yellow,Green,Green,Yellow,Red,Yellow,0,0,
335,RO_1334,F_2334,R_3334,P_4334,Demographic,Cleveland Clinic,KS,Medicare HMO,2,69,SPS_LOAD,5,12,14,66,23,11,13,10,5,15,20,25,12,10,Yellow,Yellow,Green,Green,Green,Green,Red,0,0,
336,RO_1335,F_2335,R_3335,P_4335,Salesforce,Cedars-Sinai Medical Care Foundation,NY,Medicaid FFS,4,62,DART_UI_VALIDATION,5,9,8,58,10,13,1,10,5,15,20,25,12,10,Red,Yellow,Red,Yellow,Red,Green,Red,0,1,Complete Validation Failure
337,RO_1336,F_2336,R_3336,P_4336,ProviderGroup,UCSF Medical Center,CA,Medicare HMO,1,60,PRE_PROCESSING,6,4,12,54,28,5,12,10,5,15,20,25,12,10,Yellow,Red,Red,Red,Green,Red,Red,0,0,
338,RO_1337,F_2337,R_3337,P_4337,ProviderGroup,MercyOne Medical Group,KS,Medicaid FFS,3,50,SPS_LOAD,13,8,26,75,25,12,8,10,5,15,20,25,12,10,Red,Red,Red,Red,Red,Green,Yellow,0,1,Invalid Taxonomy
339,RO_1338,F_2338,R_3338,P_4338,Demographic,Norton Hospitals,KS,Medicare HMO,4,78,MAPPING_APPROVAL,9,9,24,54,15,3,3,10,5,15,20,25,12,10,Red,Green,Yellow,Yellow,Green,Yellow,Green,0,0,Invalid Taxonomy
340,RO_1339,F_2339,R_3339,P_4339,Demographic,Kaiser Permanente,CA,Medicaid Managed Care,4,75,STOPPED,22,4,24,29,34,17,14,10,5,15,20,25,12,10,Yellow,Green,Red,Yellow,Red,Red,Green,0,0,
341,RO_1340,F_2340,R_3340,P_4340,AvailityPDM,Massachusetts General,NY,Medicaid Managed Care,3,9,PRE_PROCESSING,15,5,22,73,19,11,6,10,5,15,20,25,12,10,Green,Green,Red,Yellow,Yellow,Yellow,Green,0,0,
342,RO_1341,F_2341,R_3341,P_4341,Demographic,Massachusetts General,KS,Commercial PPO/EPO,4,34,MAPPING_APPROVAL,14,14,18,76,2,19,4,10,5,15,20,25,12,10,Green,Green,Yellow,Red,Green,Yellow,Green,0,0,
343,RO_1342,F_2342,R_3342,P_4342,Salesforce,UCSF Medical Center,CA,Medicaid Managed Care,3,76,PRE_PROCESSING,24,8,22,12,0,18,9,10,5,15,20,25,12,10,Green,Red,Yellow,Yellow,Green,Green,Green,0,1,Missing NPI
